Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
24,Female,High School,Sales,0,25000,Canada,Black
41,Female,PhD,Software/Developer,14,185000,Australia,Asian
33,Male,Bachelors,Other,7,130000,USA,White
36,Female,PhD,Manager/Director/VP,12,175000,China,Korean
50,Male,PhD,Data Analyst/Scientist,23,225000,UK,Asian
32,Female,Bachelors,Manager/Director/VP,7,120000,China,Chinese
31,Male,Bachelors,Software/Developer,4,65000,China,White
26,Female,Bachelors,Software/Developer,2,35000,Canada,Asian
23,Male,High School,Sales,1,26000,Canada,White
43,Female,PhD,Other,14,190000,USA,White
26,Female,Masters,HR/Human Resources,2,55000,China,Chinese
24,Female,High School,Customer Service/Receptionist,0,25000,USA,Hispanic
36,Male,Bachelors,Sales,3,45000,Australia,Australian
29,Female,Bachelors,Data Analyst/Scientist,7,130000,Canada,Black
30,Female,Bachelors,Software/Developer,5,90000,China,White
38,Female,Masters,Manager/Director/VP,10,110000,USA,African American
34,Male,Bachelors,Manager/Director/VP,8,101000,Australia,White
33,Female,Bachelors,Other,7,130000,Canada,Black
48,Male,PhD,Other,16,190000,China,Korean
42,Male,Masters,Manager/Director/VP,14,180000,Australia,Asian
45,Male,Masters,Manager/Director/VP,13,130000,Canada,Asian
29,Male,Masters,Manager/Director/VP,4,70000,UK,Mixed
26,Female,High School,Sales,1,35000,China,Chinese
29,Female,Bachelors,Manager/Director/VP,5,80000,USA,Asian
44,Female,Masters,Manager/Director/VP,15,152000,UK,Welsh
31,Female,PhD,Data Analyst/Scientist,8,140000,UK,Welsh
26,Female,Bachelors,Software/Developer,2,45000,Australia,Asian
37,Male,Masters,Software/Developer,9,150000,Canada,Asian
26,Male,Bachelors,Data Analyst/Scientist,3,130000,UK,Welsh
42,Male,Masters,Manager/Director/VP,14,180000,USA,White
31,Male,Bachelors,Manager/Director/VP,6,75000,USA,Asian
51,Female,Masters,Other,25,177913,UK,Asian
49,Male,PhD,Software/Developer,15,185000,Australia,White
33,Female,Masters,Manager/Director/VP,9,130000,China,Korean
29,Male,Bachelors,Other,3,90000,UK,White
32,Male,Bachelors,Manager/Director/VP,6,90000,China,White
27,Male,Bachelors,Software/Developer,4,140000,China,Chinese
24,Female,High School,Customer Service/Receptionist,0,25000,China,Korean
33,Female,Masters,Manager/Director/VP,11,198000,Canada,White
41,Female,PhD,Manager/Director/VP,17,160000,UK,Mixed
27,Male,High School,Sales,2,35000,USA,African American
31,Male,Masters,Other,6,125000,China,White
36,Male,Bachelors,Software/Developer,8,135000,China,Korean
35,Female,Masters,Data Analyst/Scientist,9,120000,Canada,White
22,Female,High School,Customer Service/Receptionist,0,25000,Canada,Asian
25,Male,Bachelors,Manager/Director/VP,1,60000,USA,White
29,Female,Masters,Data Analyst/Scientist,6,180000,Canada,White
29,Female,Masters,Data Analyst/Scientist,6,180000,China,White
38,Female,PhD,Data Analyst/Scientist,12,140000,UK,Welsh
25,Male,Masters,Manager/Director/VP,3,50000,UK,White
29,Female,Bachelors,Software/Developer,4,90000,UK,Asian
30,Female,Bachelors,IT/Technical Support,3,45000,UK,Mixed
24,Female,High School,Sales,0,25000,UK,White
33,Female,Bachelors,Manager/Director/VP,7,90000,USA,Hispanic
33,Female,Masters,Software/Developer,8,120000,UK,Mixed
43,Female,Masters,Manager/Director/VP,14,146000,UK,White
34,Female,Masters,Manager/Director/VP,12,196000,USA,Asian
29,Female,Masters,Data Analyst/Scientist,6,180000,USA,White
54,Male,PhD,Software/Developer,17,195000,USA,African American
48,Female,Masters,Software/Developer,23,185038,Australia,Asian
28,Male,High School,Software/Developer,2,43000,USA,African American
27,Female,Bachelors,Manager/Director/VP,4,150000,UK,White
42,Male,PhD,Manager/Director/VP,15,150000,China,White
25,Male,Bachelors,Manager/Director/VP,1,60000,China,Korean
29,Male,Bachelors,Data Analyst/Scientist,4,70000,USA,Hispanic
25,Female,Masters,HR/Human Resources,1,32000,Canada,Asian
39,Female,Bachelors,Manager/Director/VP,15,200000,China,Chinese
50,Female,PhD,Manager/Director/VP,22,180000,China,Korean
30,Male,High School,HR/Human Resources,1,32000,USA,Asian
28,Female,Bachelors,Software/Developer,2,65000,Australia,Australian
30,Male,Bachelors,Software/Developer,5,75000,UK,Asian
33,Male,Bachelors,Manager/Director/VP,9,130000,Canada,White
30,Female,Masters,Other,6,110707,China,Korean
45,Male,PhD,Software/Developer,16,185000,Australia,Asian
33,Male,Bachelors,Manager/Director/VP,8,130000,China,White
45,Female,Masters,Manager/Director/VP,18,160000,Canada,Asian
27,Male,Bachelors,Product/Designer,2,55000,China,Korean
32,Male,Bachelors,Software/Developer,8,190000,UK,White
30,Female,High School,Sales,1,25000,UK,Mixed
31,Male,Bachelors,Data Analyst/Scientist,9,190000,China,Chinese
34,Male,Masters,Data Analyst/Scientist,9,140000,Australia,Asian
50,Female,Masters,Manager/Director/VP,19,190000,Canada,White
27,Female,Bachelors,Manager/Director/VP,4,150000,USA,Asian
48,Male,PhD,Data Analyst/Scientist,18,210000,Canada,White
26,Male,Bachelors,Data Analyst/Scientist,2,50000,UK,Mixed
44,Male,PhD,Data Analyst/Scientist,16,160000,USA,Hispanic
27,Female,Masters,Manager/Director/VP,4,80000,Canada,Asian
41,Female,PhD,Data Analyst/Scientist,16,200000,Australia,Asian
33,Male,Masters,Data Analyst/Scientist,8,120000,USA,Asian
24,Female,Bachelors,Software/Developer,2,55000,Canada,Asian
26,Female,Bachelors,HR/Human Resources,1,32000,China,Chinese
27,Male,Bachelors,Software/Developer,3,80000,China,White
50,Male,PhD,Other,19,200000,Canada,Asian
28,Male,Bachelors,Software/Developer,5,160000,Australia,Asian
37,Male,Masters,Software/Developer,9,145000,Canada,Black
39,Male,Masters,HR/Human Resources,11,100000,China,White
30,Female,Bachelors,Other,6,89995,UK,Welsh
31,Female,Masters,Software/Developer,5,105000,UK,Welsh
27,Male,Bachelors,Data Analyst/Scientist,2,50000,China,Chinese
27,Female,Bachelors,Software/Developer,3,70000,China,White
39,Female,Masters,Software/Developer,12,160000,UK,Welsh
29,Female,Bachelors,Manager/Director/VP,5,70000,China,Chinese
49,Male,PhD,Other,17,195000,China,White
28,Female,Bachelors,Data Analyst/Scientist,3,60000,Canada,Asian
30,Male,Bachelors,Data Analyst/Scientist,4,75000,China,White
32,Male,Bachelors,Software/Developer,8,190000,China,White
29,Male,Masters,Manager/Director/VP,4,70000,China,White
35,Female,PhD,Manager/Director/VP,11,160000,USA,African American
46,Male,PhD,Software/Developer,16,185000,China,Korean
24,Female,High School,Customer Service/Receptionist,0,25000,Australia,White
30,Female,Bachelors,Marketing/Social Media,5,90000,UK,Welsh
32,Male,Bachelors,Manager/Director/VP,7,170000,China,Chinese
37,Male,Masters,Software/Developer,10,150000,Canada,Black
42,Female,Masters,Manager/Director/VP,14,140000,Australia,White
45,Male,PhD,Other,14,185000,Australia,White
26,Male,Bachelors,Manager/Director/VP,5,85000,Australia,Asian
49,Female,PhD,Other,17,195000,Canada,Black
31,Male,Bachelors,Data Analyst/Scientist,9,190000,UK,Asian
33,Male,Masters,Software/Developer,6,130000,China,Chinese
35,Female,Masters,Manager/Director/VP,10,110000,Australia,Asian
28,Male,Masters,Manager/Director/VP,3,130000,UK,Asian
33,Female,Masters,Software/Developer,9,119918,USA,Asian
25,Female,Bachelors,Manager/Director/VP,3,65000,Canada,Black
42,Male,PhD,Software/Developer,12,170000,China,Korean
27,Male,Bachelors,Product/Designer,2,55000,China,White
31,Female,PhD,Data Analyst/Scientist,8,140000,UK,White
32,Male,Bachelors,Software/Developer,9,104661,USA,Hispanic
47,Female,PhD,Other,12,175000,UK,Mixed
26,Male,Bachelors,Data Analyst/Scientist,2,50000,Australia,White
33,Male,Bachelors,Manager/Director/VP,7,96000,UK,Asian
33,Female,Masters,Manager/Director/VP,11,198000,USA,African American
38,Male,Bachelors,Software/Developer,14,136449,China,Korean
29,Female,Masters,Data Analyst/Scientist,6,180000,USA,White
30,Male,Bachelors,Manager/Director/VP,8,185000,Australia,Australian
25,Female,High School,Sales,1,35000,USA,Hispanic
27,Female,Bachelors,HR/Human Resources,2,50000,Australia,Australian
26,Male,Bachelors,Product/Designer,2,55000,China,Chinese
54,Female,PhD,Software/Developer,32,191510,UK,Welsh
42,Male,Masters,Manager/Director/VP,14,180000,USA,Hispanic
40,Female,Bachelors,Manager/Director/VP,16,215000,China,White
46,Male,Masters,Manager/Director/VP,14,140000,USA,Asian
48,Female,Masters,Software/Developer,24,184006,USA,White
28,Male,Bachelors,Software/Developer,4,72389,Canada,White
30,Male,Masters,Data Analyst/Scientist,6,100000,Canada,Black
27,Male,Bachelors,Software/Developer,3,80000,UK,Asian
38,Male,Masters,HR/Human Resources,8,95000,USA,White
51,Male,PhD,Data Analyst/Scientist,24,240000,Canada,White
27,Male,Bachelors,Software/Developer,3,80000,UK,Asian
46,Male,Bachelors,Software/Developer,22,174324,USA,African American
28,Male,Bachelors,Software/Developer,3,85000,Canada,Asian
29,Female,Masters,HR/Human Resources,3,49000,Australia,Asian
28,Female,Bachelors,Software/Developer,5,150000,Canada,Black
34,Male,Masters,Software/Developer,8,140000,USA,African American
34,Female,Bachelors,Other,8,122485,UK,White
42,Male,Masters,Software/Developer,13,170000,Canada,Black
22,Female,High School,Customer Service/Receptionist,0,25000,UK,Asian
33,Female,Bachelors,Manager/Director/VP,5,70000,Australia,Asian
32,Male,Bachelors,Software/Developer,8,180000,China,Korean
27,Male,Bachelors,Software/Developer,2,65000,USA,White
25,Male,High School,Sales,1,30000,USA,White
33,Male,Masters,Software/Developer,6,130000,China,Chinese
29,Female,Bachelors,Software/Developer,4,90000,USA,Hispanic
34,Female,Masters,Manager/Director/VP,12,196000,Australia,Australian
26,Male,Bachelors,Data Analyst/Scientist,3,110000,Australia,Australian
25,Male,High School,Sales,2,30000,USA,African American
35,Female,Bachelors,Other,8,145000,Australia,White
30,Male,Bachelors,Software/Developer,5,75000,UK,Mixed
24,Female,Bachelors,Software/Developer,1,61095,Australia,Asian
42,Female,Masters,Manager/Director/VP,12,120000,Australia,Asian
25,Female,Bachelors,Data Analyst/Scientist,2,100000,China,White
27,Male,Bachelors,Software/Developer,3,70000,Australia,White
26,Male,Bachelors,Software/Developer,1,52000,Canada,Black
33,Female,Bachelors,Manager/Director/VP,8,80000,Australia,Australian
44,Male,Bachelors,Software/Developer,13,130000,Australia,White
54,Male,Bachelors,Other,27,183417,USA,White
26,Male,Bachelors,Software/Developer,2,60000,USA,White
26,Male,High School,Sales,2,31000,Australia,Australian
23,Female,Bachelors,Other,0,51831,Australia,Asian
42,Male,Masters,Software/Developer,13,170000,Australia,Asian
29,Male,Bachelors,Software/Developer,3,70000,USA,African American
34,Male,PhD,Manager/Director/VP,11,160000,China,Chinese
27,Female,Masters,HR/Human Resources,3,50000,USA,White
44,Female,Masters,Other,12,170000,USA,White
32,Female,Bachelors,Manager/Director/VP,8,80000,Australia,Australian
39,Male,Masters,Software/Developer,14,142360,USA,African American
26,Male,High School,Sales,1,26000,China,White
34,Male,PhD,Manager/Director/VP,12,170000,Australia,Australian
28,Male,Masters,Manager/Director/VP,3,130000,USA,Asian
34,Female,Bachelors,Manager/Director/VP,9,99000,China,White
23,Male,Bachelors,Software/Developer,1,55000,China,Korean
29,Female,High School,Sales,1,30000,Australia,Asian
33,Male,Bachelors,Marketing/Social Media,5,70000,Canada,White
26,Male,Bachelors,Data Analyst/Scientist,2,50000,Canada,Asian
25,Male,Bachelors,Data Analyst/Scientist,1,55000,Canada,Asian
41,Male,Masters,Software/Developer,13,127346,USA,Asian
30,Male,Bachelors,IT/Technical Support,2,50000,UK,Asian
27,Male,Bachelors,Software/Developer,2,65000,Canada,Asian
55,Male,PhD,Software/Developer,18,210000,China,White
31,Male,Bachelors,Data Analyst/Scientist,9,195000,USA,Asian
26,Male,High School,Sales,2,31000,USA,Asian
23,Female,Bachelors,Software/Developer,1,50000,USA,Hispanic
31,Male,Masters,Other,6,125000,USA,Hispanic
32,Male,PhD,Data Analyst/Scientist,10,150000,USA,Hispanic
50,Male,Masters,Software/Developer,21,166512,UK,White
25,Female,Bachelors,Software/Developer,1,35000,Canada,Black
41,Female,PhD,Data Analyst/Scientist,16,200000,Australia,Asian
27,Male,Bachelors,Data Analyst/Scientist,2,110000,Australia,Asian
44,Male,PhD,Data Analyst/Scientist,17,168000,USA,White
29,Male,Bachelors,Software/Developer,4,70000,China,White
38,Male,Masters,Software/Developer,10,155000,China,White
45,Male,PhD,Data Analyst/Scientist,18,180000,UK,White
35,Male,Bachelors,Manager/Director/VP,9,100000,Canada,White
35,Male,Bachelors,Software/Developer,6,80000,Australia,Australian
27,Male,Bachelors,Data Analyst/Scientist,2,50000,USA,Hispanic
26,Female,Masters,Software/Developer,3,72649,Australia,White
58,Male,PhD,Software/Developer,17,200000,China,White
29,Female,Bachelors,Marketing/Social Media,4,65000,Australia,Australian
27,Female,Bachelors,Manager/Director/VP,4,150000,UK,Welsh
24,Female,High School,Sales,0,25000,Canada,Black
28,Male,PhD,Manager/Director/VP,4,55000,USA,Hispanic
37,Female,Bachelors,Manager/Director/VP,7,90000,Canada,Black
51,Male,PhD,Data Analyst/Scientist,24,240000,Canada,Black
27,Female,High School,HR/Human Resources,1,32000,Canada,Asian
24,Male,Bachelors,Sales,1,35000,Canada,Asian
34,Male,Masters,Software/Developer,9,146075,USA,Hispanic
31,Female,PhD,Data Analyst/Scientist,8,140000,UK,Mixed
26,Male,Masters,Software/Developer,4,75656,China,Chinese
34,Male,PhD,Manager/Director/VP,12,170000,UK,Asian
36,Male,Bachelors,Manager/Director/VP,11,160000,Canada,White
35,Female,Masters,Manager/Director/VP,10,110000,UK,Welsh
47,Male,PhD,Data Analyst/Scientist,19,190000,Australia,White
50,Female,Masters,Manager/Director/VP,18,180000,Australia,Australian
34,Female,Masters,Manager/Director/VP,11,196000,Australia,Australian
23,Male,High School,Sales,1,26000,USA,Hispanic
37,Male,Bachelors,Data Analyst/Scientist,11,160000,China,Korean
26,Male,Bachelors,Data Analyst/Scientist,2,50000,UK,White
49,Male,PhD,Data Analyst/Scientist,22,220000,Canada,White
26,Male,Masters,Other,4,91397,UK,Welsh
29,Female,High School,Sales,1,30000,Australia,Australian
41,Female,Masters,Manager/Director/VP,13,140000,Australia,White
34,Male,Masters,Software/Developer,8,140000,UK,Welsh
33,Male,PhD,Manager/Director/VP,10,155000,USA,Asian
23,Female,Bachelors,Software/Developer,1,50000,China,Chinese
31,Female,Masters,Data Analyst/Scientist,6,180000,China,Korean
28,Male,Bachelors,Software/Developer,5,160000,USA,African American
29,Female,Bachelors,Marketing/Social Media,4,65000,UK,Welsh
37,Male,Bachelors,Manager/Director/VP,13,160000,UK,Asian
26,Female,Bachelors,Manager/Director/VP,3,55000,USA,African American
36,Male,Bachelors,Manager/Director/VP,11,160000,Canada,Black
32,Male,Bachelors,Software/Developer,8,190000,Australia,Asian
34,Female,PhD,Manager/Director/VP,10,150000,USA,Asian
23,Female,Bachelors,HR/Human Resources,1,32000,China,Chinese
33,Female,Masters,Manager/Director/VP,11,198000,UK,Asian
27,Female,Masters,Manager/Director/VP,4,80000,UK,Asian
32,Male,Masters,Software/Developer,7,120000,UK,Mixed
43,Male,Masters,Manager/Director/VP,19,170000,China,White
30,Male,Bachelors,Software/Developer,6,85000,UK,White
30,Male,PhD,Data Analyst/Scientist,5,180000,China,Korean
30,Female,Masters,Software/Developer,5,105000,UK,Welsh
34,Male,PhD,Manager/Director/VP,12,170000,USA,Asian
43,Male,PhD,Other,13,185000,USA,White
39,Female,Bachelors,Manager/Director/VP,16,200000,UK,Asian
34,Male,Bachelors,Software/Developer,3,50000,UK,Mixed
26,Male,Bachelors,Data Analyst/Scientist,3,120000,UK,Asian
33,Female,Masters,Manager/Director/VP,9,135000,Australia,Australian
32,Female,Bachelors,Sales,3,40000,Australia,Asian
30,Female,Bachelors,Marketing/Social Media,5,95000,Australia,White
34,Male,Bachelors,Operations/Supply Chain,7,90000,China,Chinese
27,Male,Bachelors,Software/Developer,3,60000,Canada,Asian
39,Female,Bachelors,Manager/Director/VP,16,200000,USA,White
37,Male,Masters,Software/Developer,8,150000,UK,Mixed
31,Male,Bachelors,Manager/Director/VP,5,70000,USA,White
25,Female,Bachelors,Software/Developer,1,35000,USA,Asian
36,Female,PhD,Data Analyst/Scientist,12,170000,Australia,Australian
28,Male,Bachelors,Software/Developer,4,71699,Canada,Asian
31,Male,High School,HR/Human Resources,2,35000,Canada,White
30,Female,Masters,Software/Developer,5,105000,UK,White
24,Male,Bachelors,Data Analyst/Scientist,1,90000,Australia,White
30,Female,Bachelors,Marketing/Social Media,5,95000,UK,Welsh
44,Female,PhD,Manager/Director/VP,14,140000,USA,Asian
29,Male,High School,Sales,2,40000,China,Chinese
38,Male,Masters,Manager/Director/VP,14,195000,USA,White
47,Male,PhD,Other,16,190000,USA,African American
41,Male,Bachelors,Manager/Director/VP,14,150000,China,Chinese
28,Female,Bachelors,Software/Developer,2,36000,Canada,White
26,Male,High School,Sales,1,26000,USA,White
31,Male,Bachelors,Manager/Director/VP,4,60000,UK,Welsh
39,Female,Bachelors,Manager/Director/VP,16,200000,UK,Welsh
26,Male,Bachelors,Software/Developer,3,67556,Canada,Asian
33,Male,Bachelors,Manager/Director/VP,8,120000,Australia,Asian
25,Female,Masters,Data Analyst/Scientist,1,100000,China,White
34,Male,PhD,Manager/Director/VP,12,170000,Australia,White
34,Male,Bachelors,Software/Developer,3,50000,UK,Mixed
29,Female,High School,Sales,1,26000,UK,Welsh
25,Female,Masters,HR/Human Resources,1,32000,USA,Hispanic
34,Male,Masters,Data Analyst/Scientist,8,100000,Australia,Asian
26,Male,Bachelors,Data Analyst/Scientist,3,120000,Australia,White
30,Female,High School,Sales,1,26000,China,White
29,Female,Masters,Data Analyst/Scientist,6,180000,UK,White
39,Female,Masters,Manager/Director/VP,11,120000,China,Korean
48,Female,Masters,Manager/Director/VP,20,180000,Canada,Black
34,Male,Masters,Software/Developer,8,140000,UK,White
30,Male,Bachelors,Manager/Director/VP,6,110000,Australia,Asian
25,Male,Bachelors,Manager/Director/VP,1,60000,UK,Welsh
32,Male,Bachelors,Manager/Director/VP,7,120000,Australia,Asian
33,Male,Masters,Software/Developer,6,80000,China,Korean
26,Male,Bachelors,Data Analyst/Scientist,3,130000,USA,White
29,Male,Bachelors,Software/Developer,4,80000,Canada,White
24,Male,High School,Sales,1,25000,USA,Asian
30,Male,Bachelors,Software/Developer,4,65000,Canada,White
35,Female,Bachelors,Manager/Director/VP,8,92000,Canada,Asian
25,Male,Bachelors,Manager/Director/VP,1,55000,China,Chinese
43,Female,PhD,Manager/Director/VP,15,150000,USA,Hispanic
33,Female,Bachelors,Manager/Director/VP,9,140000,USA,Asian
29,Female,Bachelors,Software/Developer,4,140000,China,Korean
30,Female,Bachelors,Data Analyst/Scientist,5,145000,Australia,White
28,Female,PhD,Manager/Director/VP,6,105000,China,Chinese
29,Female,High School,Sales,2,40000,China,White
40,Female,Masters,Marketing/Social Media,12,122000,UK,Asian
28,Female,Bachelors,Software/Developer,4,70000,USA,Hispanic
33,Female,Masters,Manager/Director/VP,9,135000,UK,White
26,Male,Bachelors,Software/Developer,1,52000,UK,Mixed
43,Female,PhD,Manager/Director/VP,15,150000,Canada,Asian
31,Male,Masters,Other,6,125000,China,Korean
30,Female,Bachelors,Marketing/Social Media,4,57000,USA,White
26,Female,Bachelors,Manager/Director/VP,3,55000,Canada,White
39,Female,Masters,Manager/Director/VP,11,120000,Canada,Black
29,Male,Bachelors,Data Analyst/Scientist,4,70000,UK,White
25,Female,High School,Sales,1,35000,USA,African American
22,Female,High School,Customer Service/Receptionist,0,25000,USA,White
32,Male,Masters,Manager/Director/VP,7,110000,UK,Welsh
48,Male,PhD,Other,23,181021,USA,White
29,Female,Bachelors,Marketing/Social Media,4,65000,China,Korean
25,Female,Masters,Data Analyst/Scientist,1,100000,UK,Welsh
35,Male,Bachelors,Marketing/Social Media,7,80000,China,White
32,Male,Bachelors,Manager/Director/VP,7,120000,China,Chinese
26,Male,Bachelors,Product/Designer,2,55000,Canada,Asian
23,Male,Bachelors,Sales,1,35000,USA,White
30,Female,Bachelors,Manager/Director/VP,4,55000,China,Korean
31,Female,Bachelors,Software/Developer,6,110000,China,Chinese
48,Male,PhD,Software/Developer,23,188288,Canada,Black
25,Female,Bachelors,Data Analyst/Scientist,2,110000,Canada,Asian
27,Male,Bachelors,Software/Developer,1,55000,China,White
24,Female,Bachelors,Software/Developer,2,55000,Canada,Black
31,Male,Bachelors,Manager/Director/VP,5,70000,China,White
26,Male,Bachelors,Product/Designer,2,50000,Australia,White
41,Male,PhD,Other,13,185000,USA,Asian
32,Male,Masters,Software/Developer,6,130000,USA,White
43,Female,PhD,Software/Developer,19,156486,USA,African American
26,Male,Bachelors,Manager/Director/VP,5,85000,Canada,White
39,Female,Masters,Software/Developer,12,160000,USA,African American
28,Female,Bachelors,Software/Developer,5,160000,USA,White
54,Male,PhD,Software/Developer,17,195000,China,Chinese
42,Female,Masters,Manager/Director/VP,14,140000,USA,African American
34,Female,Bachelors,Manager/Director/VP,9,99000,UK,Asian
28,Female,Bachelors,Data Analyst/Scientist,3,60000,USA,Asian
41,Male,Bachelors,Manager/Director/VP,12,120000,Canada,Black
29,Male,Bachelors,Software/Developer,4,80000,Canada,White
26,Female,Bachelors,Data Analyst/Scientist,3,130000,Canada,Asian
58,Male,PhD,Software/Developer,17,195000,Canada,Asian
24,Female,Bachelors,Software/Developer,1,60000,USA,Hispanic
50,Male,PhD,Other,18,195000,UK,Asian
56,Male,PhD,Software/Developer,17,195000,USA,White
31,Male,High School,Sales,3,50000,Australia,Australian
25,Female,Masters,Data Analyst/Scientist,1,100000,Australia,Asian
31,Male,Bachelors,Data Analyst/Scientist,9,195000,Canada,White
45,Male,PhD,Manager/Director/VP,13,135000,China,Korean
26,Male,Bachelors,Product/Designer,2,55000,China,White
26,Female,Bachelors,Data Analyst/Scientist,3,100000,UK,White
30,Male,Bachelors,Software/Developer,6,85000,Canada,White
35,Male,PhD,Manager/Director/VP,10,110000,USA,White
27,Male,Bachelors,Software/Developer,3,80000,Australia,Asian
28,Male,Masters,Manager/Director/VP,3,130000,Canada,Asian
33,Female,Bachelors,Other,7,130000,Canada,Asian
30,Female,Bachelors,Manager/Director/VP,5,160000,Canada,Asian
23,Female,High School,Customer Service/Receptionist,0,25000,UK,White
30,Male,Bachelors,Software/Developer,5,100000,USA,Hispanic
32,Male,Masters,Manager/Director/VP,7,110000,UK,Welsh
21,Female,High School,Sales,0,25000,Australia,White
44,Female,Masters,Manager/Director/VP,15,152000,Australia,White
48,Male,PhD,Manager/Director/VP,18,180000,USA,Asian
28,Female,Bachelors,Software/Developer,2,65000,Australia,Australian
24,Male,Bachelors,Data Analyst/Scientist,1,55000,UK,Mixed
28,Female,Masters,Other,7,115920,Australia,Asian
43,Male,Masters,Other,20,167924,UK,Asian
45,Male,PhD,Manager/Director/VP,14,140000,China,Chinese
29,Female,Masters,Data Analyst/Scientist,6,180000,UK,Asian
30,Male,Bachelors,Data Analyst/Scientist,5,160000,USA,African American
25,Female,Bachelors,Software/Developer,1,35000,USA,Asian
29,Female,Masters,HR/Human Resources,3,49000,China,Korean
25,Female,Bachelors,Software/Developer,1,35000,Australia,White
23,Female,High School,Customer Service/Receptionist,0,25000,China,Chinese
31,Female,Masters,Manager/Director/VP,8,120000,UK,Asian
29,Male,Bachelors,Data Analyst/Scientist,4,70000,USA,Asian
28,Female,Bachelors,Other,3,70397,USA,Asian
38,Female,Masters,Software/Developer,13,134858,Canada,White
30,Female,PhD,Data Analyst/Scientist,7,170000,Canada,Black
49,Male,PhD,Other,17,195000,UK,Welsh
34,Male,Bachelors,Software/Developer,10,94502,UK,Welsh
21,Female,High School,Sales,0,25000,USA,African American
33,Female,Bachelors,Data Analyst/Scientist,5,70000,Canada,Asian
29,Female,Bachelors,Data Analyst/Scientist,6,120000,Australia,White
29,Male,Bachelors,Manager/Director/VP,5,70000,China,Korean
30,Male,Bachelors,Software/Developer,6,85000,Australia,Australian
26,Male,Bachelors,Manager/Director/VP,5,85000,China,Korean
26,Male,Bachelors,Manager/Director/VP,5,85000,China,White
42,Male,Masters,Software/Developer,18,180000,UK,Asian
36,Male,Masters,Other,13,146508,Australia,Asian
30,Female,Bachelors,Marketing/Social Media,4,65000,Canada,White
45,Male,Masters,Manager/Director/VP,20,204000,Canada,White
28,Male,Bachelors,Software/Developer,3,60000,China,Chinese
42,Male,PhD,Data Analyst/Scientist,12,170000,Australia,White
36,Female,PhD,Data Analyst/Scientist,12,170000,Canada,White
43,Male,PhD,Data Analyst/Scientist,16,160000,UK,Mixed
33,Female,Masters,Manager/Director/VP,9,130000,Canada,Black
34,Male,Masters,Data Analyst/Scientist,8,100000,Canada,Black
36,Male,Masters,Software/Developer,9,150000,Australia,Australian
27,Male,Bachelors,Software/Developer,4,140000,USA,White
34,Male,Masters,Data Analyst/Scientist,9,140000,Canada,Asian
41,Male,PhD,Data Analyst/Scientist,13,138000,China,Korean
32,Male,Bachelors,Software/Developer,8,190000,Australia,Australian
42,Male,Masters,Software/Developer,18,180000,UK,Mixed
34,Female,Bachelors,Data Analyst/Scientist,6,70000,USA,Asian
30,Male,Bachelors,Software/Developer,4,65000,China,Korean
29,Female,Bachelors,Software/Developer,4,140000,Australia,White
43,Male,PhD,Other,13,185000,China,White
31,Female,Bachelors,Marketing/Social Media,3,50000,Australia,White
25,Female,High School,Sales,1,30000,UK,Mixed
40,Female,Bachelors,Manager/Director/VP,16,215000,UK,White
30,Male,Masters,Other,5,105000,Australia,Asian
35,Male,Bachelors,Other,8,145000,China,White
24,Female,Bachelors,Software/Developer,1,51265,UK,Mixed
45,Male,Masters,Manager/Director/VP,20,204000,USA,African American
31,Female,Bachelors,Data Analyst/Scientist,3,50000,UK,Asian
25,Male,High School,Sales,1,30000,China,Chinese
43,Male,PhD,Other,13,185000,Canada,White
40,Female,Masters,Manager/Director/VP,11,120000,Canada,Asian
43,Female,Masters,Manager/Director/VP,14,140000,Australia,White
35,Male,Masters,Other,9,131547,UK,Welsh
37,Male,Masters,Software/Developer,9,150000,Canada,White
31,Male,Bachelors,Manager/Director/VP,9,140000,USA,Asian
31,Female,PhD,Data Analyst/Scientist,8,140000,USA,White
29,Male,Bachelors,Data Analyst/Scientist,4,75000,Canada,Asian
33,Male,Bachelors,Software/Developer,6,110000,Australia,Asian
29,Male,Bachelors,Software/Developer,4,70000,UK,Mixed
38,Male,Bachelors,Manager/Director/VP,13,160000,Canada,Asian
31,Female,Bachelors,Marketing/Social Media,4,65000,China,Korean
29,Male,Bachelors,Data Analyst/Scientist,4,75000,China,Chinese
43,Male,Masters,Manager/Director/VP,18,170000,Canada,Asian
49,Female,PhD,Manager/Director/VP,20,200000,Canada,Black
27,Male,Masters,Manager/Director/VP,3,50000,China,White
45,Male,Masters,Manager/Director/VP,20,204000,Canada,White
29,Female,PhD,Data Analyst/Scientist,5,100000,USA,Hispanic
28,Female,Bachelors,Data Analyst/Scientist,3,65000,Canada,White
38,Male,Masters,Other,15,170995,China,Korean
38,Female,PhD,Data Analyst/Scientist,12,140000,Australia,White
35,Female,Masters,Data Analyst/Scientist,10,145000,UK,Asian
28,Female,Bachelors,Other,4,82944,China,Chinese
30,Female,Bachelors,Marketing/Social Media,5,95000,China,Chinese
34,Male,Masters,Software/Developer,8,140000,USA,Asian
30,Male,Bachelors,Data Analyst/Scientist,5,160000,China,Chinese
52,Male,Bachelors,Software/Developer,25,168287,USA,White
38,Male,PhD,Data Analyst/Scientist,13,170000,Canada,Black
30,Female,Bachelors,Marketing/Social Media,5,95000,China,Korean
34,Male,Bachelors,Manager/Director/VP,8,104000,Australia,White
